,Hunger,Potter,Twilight,Mockingbird,Gatsby
2255,False,True,False,False,False
2256,False,False,False,True,False
2257,False,True,False,False,True
2258,False,False,False,True,True
2259,True,False,False,False,False
2260,True,False,False,False,False
2261,False,False,False,True,True
2262,False,False,True,False,False
2263,True,True,False,True,True
2264,True,True,True,False,False
2265,False,False,True,False,False
2266,False,True,False,False,False
2267,False,True,True,True,True
2268,False,False,False,True,True
2269,True,False,False,True,False
2270,False,True,False,True,False
2271,False,True,False,True,True
2272,False,False,False,False,True
2273,True,True,True,False,False
2274,True,False,False,False,False
2275,True,True,False,False,False
2276,False,True,False,True,True
2277,False,True,False,True,False
2278,False,False,False,True,True
2279,True,False,False,True,True
2280,False,False,False,True,True
2281,False,True,False,True,False
2282,False,False,True,False,False
2283,False,False,False,True,False
2284,True,False,False,True,False
2285,False,True,True,False,False
2286,True,False,True,True,False
2287,False,True,False,True,True
2288,False,False,False,True,False
2289,False,True,True,False,False
2290,False,True,False,False,True
2291,True,False,False,False,False
2292,False,True,False,True,True
2293,True,True,True,True,False
2294,False,False,False,False,True
2295,False,False,False,False,True
2296,False,False,True,False,False
2297,True,True,True,True,False
2298,True,True,True,True,False
2299,False,False,False,False,True
2300,True,True,False,False,False
2301,False,True,False,False,False
2302,False,False,False,True,True
2303,False,False,True,True,False
2304,False,False,False,True,True
2305,False,False,True,False,False
2306,False,True,False,True,False
2307,True,False,False,False,False
2308,False,False,False,False,True
2309,False,False,True,False,False
2310,True,True,True,True,True
2311,True,False,True,False,False
2312,False,True,False,False,False
2313,False,True,False,True,False
2314,False,False,False,True,True
2315,False,True,False,True,True
2316,False,True,False,True,True
2317,True,True,False,True,True
2318,False,True,True,True,True
2319,False,True,True,True,False
2320,True,False,False,True,True
2321,False,False,False,True,True
2322,True,False,True,False,False
2323,False,True,False,False,True
2324,False,True,True,False,False
2325,True,True,True,True,False
2326,True,False,True,True,False
2327,True,True,False,False,True
2328,False,True,False,True,False
2329,False,True,False,True,False
2330,False,False,False,True,False
2331,False,True,True,False,False
2332,False,True,True,True,False
2333,True,False,True,False,False
2334,True,True,True,False,False
2335,False,False,False,False,True
2336,False,False,False,False,True
2337,True,True,False,False,False
2338,False,True,False,False,False
2339,False,True,False,False,False
2340,True,True,True,False,True
2341,False,False,False,False,True
2342,True,False,False,False,False
2343,True,True,False,False,False
2344,False,True,True,False,False
2345,False,False,False,False,True
2346,False,True,True,True,True
2347,True,True,False,False,True
2348,False,True,False,False,True
2349,False,True,True,False,False
2350,False,True,False,True,True
2351,False,False,False,True,False
2352,False,False,False,True,False
2353,False,False,True,False,False
2354,True,False,False,False,False
2355,False,False,False,True,True
2356,True,False,True,False,False
2357,False,False,False,False,True
2358,True,True,False,True,False
2359,False,False,False,True,False
2360,False,True,False,True,True
2361,False,False,True,False,False
2362,False,False,False,True,True
2363,True,False,True,False,False
2364,False,False,True,False,True
2365,True,True,False,False,True
2366,False,True,False,False,True
2367,False,True,True,False,False
2368,False,False,True,True,True
2369,False,True,False,True,False
2370,True,False,False,False,False
2371,True,False,False,False,True
2372,True,True,True,False,False
2373,False,True,True,True,False
2374,True,False,False,False,False
2375,False,True,False,True,True
2376,False,False,False,True,True
2377,False,True,False,False,True
2378,True,False,False,False,True
2379,False,True,False,True,True
2380,False,False,False,True,True
2381,True,False,False,False,False
2382,False,False,True,True,True
2383,False,False,False,True,True
2384,False,False,False,True,True
2385,False,True,True,False,False
2386,False,False,False,False,True
2387,False,False,True,False,False
2388,True,False,False,True,False
2389,True,False,False,False,False
2390,False,False,False,True,True
2391,False,True,False,False,False
2392,True,False,False,True,False
2393,True,True,True,False,True
2394,False,False,True,False,False
2395,False,True,False,True,False
2396,True,False,False,False,False
2397,False,True,False,False,False
2398,True,True,False,True,False
2399,False,False,False,True,True
2400,False,True,False,True,False
2401,False,True,True,True,False
2402,False,True,False,False,False
2403,False,False,True,True,False
2404,True,False,True,True,True
2405,False,False,False,True,False
2406,False,True,False,True,False
2407,False,True,False,True,False
2408,False,False,False,True,False
2409,True,True,False,False,False
2410,False,False,False,False,True
2411,False,False,False,True,False
2412,True,True,False,True,False
2413,False,False,False,False,True
2414,True,True,True,True,False
2415,False,False,True,True,True
2416,False,True,False,True,True
2417,False,False,False,True,True
2418,False,False,False,False,True
2419,False,False,True,True,False
2420,True,False,True,False,False
2421,False,False,True,False,False
2422,True,False,False,False,False
2423,True,True,True,True,True
2424,False,True,True,True,False
2425,False,False,False,True,False
2426,True,True,False,False,False
2427,True,False,False,True,True
2428,True,False,True,False,False
2429,False,False,True,False,False
2430,False,True,True,False,False
2431,False,True,False,False,False
2432,False,False,False,False,True
2433,True,False,False,False,False
2434,False,True,False,True,False
2435,False,False,False,True,False
2436,True,False,False,True,False
2437,False,False,False,True,False
2438,False,False,True,True,False
2439,False,True,False,True,True
2440,False,False,False,True,False
2441,False,False,False,True,True
2442,True,True,False,False,False
2443,False,False,False,True,False
2444,False,True,True,True,False
2445,False,False,False,False,True
2446,False,True,True,False,False
2447,False,False,True,False,False
2448,True,False,False,True,False
2449,False,False,False,False,True
2450,True,True,False,True,True
2451,True,False,False,False,False
2452,True,False,False,False,False
2453,False,True,True,False,False
2454,False,True,False,False,False
2455,False,True,True,False,False
2456,False,True,False,False,False
2457,False,True,False,False,False
2458,False,True,True,True,False
2459,False,True,False,True,False
2460,True,False,False,False,False
2461,True,False,False,False,False
2462,False,False,True,False,False
2463,False,True,False,True,False
2464,False,True,False,False,False
2465,False,True,False,False,False
2466,False,True,False,False,True
2467,True,True,False,False,False
2468,False,True,False,False,False
2469,False,True,False,True,True
2470,False,False,False,True,False
2471,False,True,False,True,True
2472,False,True,True,True,False
2473,False,False,True,False,False
2474,True,False,False,True,False
2475,False,True,False,True,True
2476,False,True,False,False,False
2477,False,True,True,True,False
2478,False,False,False,True,False
2479,True,False,False,False,True
2480,True,False,False,True,False
2481,True,False,False,True,False
2482,False,False,False,True,True
2483,False,False,True,False,False
2484,False,True,False,True,True
2485,False,True,False,True,True
2486,False,False,False,True,True
2487,False,True,True,True,False
2488,False,True,False,False,False
2489,True,False,False,False,False
2490,True,True,True,False,True
2491,False,True,False,True,False
2492,True,False,False,True,True
2493,False,False,True,True,False
2494,False,False,False,True,False
2495,False,True,False,True,False
2496,False,True,False,False,True
2497,False,True,False,False,False
2498,True,False,True,False,False
2499,True,True,False,False,False
2500,False,False,False,True,False
2501,True,False,False,False,False
2502,True,False,True,False,False
2503,False,False,False,True,True
2504,False,True,False,False,False
2505,False,False,False,True,False
2506,False,True,True,True,False
2507,True,False,False,True,False
2508,False,False,True,False,False
2509,True,True,True,True,False
2510,False,False,False,False,True
2511,True,True,False,False,False
2512,False,True,False,True,True
2513,False,True,False,False,False
2514,False,False,False,False,True
2515,False,True,False,False,False
2516,False,False,False,True,False
2517,False,True,False,True,True
2518,True,False,True,False,False
2519,True,True,True,True,False
2520,True,True,False,True,False
2521,False,True,False,True,True
2522,True,False,False,False,False
2523,False,True,False,False,True
2524,False,False,True,False,False
2525,True,False,False,False,False
2526,True,True,False,True,False
2527,True,False,False,True,False
2528,False,False,False,True,True
2529,False,False,False,False,True
2530,False,True,False,True,False
2531,False,False,True,False,False
2532,True,True,False,True,False
2533,True,False,False,False,False
2534,True,True,False,False,False
2535,True,False,False,True,False
2536,False,False,False,True,False
2537,False,False,True,True,True
2538,False,False,False,True,False
2539,False,False,True,False,True
2540,True,True,True,True,True
2541,False,False,True,True,False
2542,False,True,True,True,False
2543,False,False,True,False,False
2544,False,True,False,True,True
2545,False,True,True,True,False
2546,True,False,False,False,False
2547,False,False,True,False,False
2548,True,False,False,True,False
2549,True,False,True,True,True
2550,True,True,False,True,False
2551,True,True,False,True,False
2552,True,False,True,False,False
2553,False,False,False,False,True
2554,False,False,False,True,True
2555,True,False,False,False,False
2556,False,False,True,True,False
2557,False,False,False,True,False
2558,False,True,True,True,True
2559,False,True,False,True,False
2560,False,True,False,True,False
2561,False,True,False,True,True
2562,False,False,False,True,False
2563,False,True,False,True,True
2564,False,False,True,True,False
2565,False,False,False,True,True
2566,True,False,True,False,True
2567,True,False,False,False,False
2568,False,True,False,True,True
2569,True,False,False,False,False
2570,True,False,False,True,True
2571,True,True,True,False,True
2572,False,True,False,True,True
2573,False,True,False,True,True
2574,False,False,True,False,False
2575,True,True,True,False,False
2576,False,True,True,False,False
2577,False,True,False,False,True
2578,True,True,False,True,False
2579,False,False,False,True,True
2580,True,True,True,True,False
2581,False,False,False,False,True
2582,False,True,True,False,False
2583,False,False,False,True,True
2584,False,False,False,True,False
2585,False,True,True,True,True
2586,True,True,True,False,True
2587,False,True,False,False,True
2588,False,True,False,False,False
2589,False,True,False,True,False
2590,True,False,True,True,True
2591,False,False,False,True,False
2592,True,True,True,True,True
2593,True,False,False,True,True
2594,False,False,False,False,True
2595,False,False,True,True,False
2596,True,False,False,False,True
2597,False,True,True,True,False
2598,True,True,False,False,False
2599,False,True,True,True,True
2600,False,True,True,False,False
2601,False,False,True,False,False
2602,True,False,True,True,False
2603,True,True,False,False,False
2604,True,False,False,False,False
2605,False,True,False,True,False
2606,False,True,False,True,True
2607,True,False,False,True,False
2608,False,True,False,False,True
2609,True,False,True,True,False
2610,True,False,False,False,False
2611,False,False,False,False,True
2612,True,True,False,False,True
2613,True,False,False,True,False
2614,False,False,True,True,False
2615,False,True,False,True,False
2616,False,True,True,True,False
2617,True,False,False,False,False
2618,False,False,False,True,True
2619,False,True,True,True,False
2620,False,True,False,False,False
2621,True,True,False,False,False
2622,True,True,True,True,False
2623,True,True,False,False,False
2624,False,True,False,True,True
2625,False,False,False,True,True
2626,False,False,False,True,False
2627,True,True,False,True,True
2628,False,True,False,True,False
2629,False,True,False,False,False
2630,False,True,False,True,False
2631,True,False,False,False,True
2632,True,False,False,True,False
2633,False,True,False,False,False
2634,False,True,True,False,False
2635,True,False,False,True,False
2636,False,False,True,False,True
2637,False,False,False,True,False
2638,True,False,True,False,False
2639,False,True,False,True,True
2640,True,True,False,False,False
2641,False,True,True,False,False
2642,False,False,False,True,False
2643,False,False,True,True,True
2644,False,True,False,True,False
2645,False,False,True,False,False
2646,False,True,False,True,True
2647,False,True,False,True,True
2648,False,True,False,True,False
2649,True,True,False,False,True
2650,True,True,True,False,True
2651,False,False,False,True,False
2652,False,True,True,False,False
2653,False,True,False,False,True
2654,True,True,False,True,True
2655,False,True,False,True,False
2656,False,True,False,True,True
2657,False,False,False,True,False
2658,False,False,False,True,True
2659,False,True,False,True,True
2660,False,True,False,True,False
2661,False,True,False,True,True
2662,False,True,True,False,False
2663,True,True,False,False,False
2664,False,False,False,True,False
2665,False,False,False,True,True
2666,True,True,False,True,True
2667,False,True,False,True,False
2668,False,True,False,False,False
2669,True,False,False,False,False
2670,False,False,True,True,False
2671,True,False,False,False,False
2672,True,False,True,True,True
2673,False,True,True,True,False
2674,True,True,True,True,True
2675,False,False,False,False,True
2676,True,True,True,True,False
2677,False,True,False,False,True
2678,False,True,False,True,False
2679,False,False,False,True,True
2680,False,True,False,True,True
2681,False,True,False,True,False
2682,False,False,False,True,True
2683,False,False,False,True,False
2684,False,True,False,True,False
2685,False,False,True,False,True
2686,False,False,True,True,True
2687,False,False,False,True,False
2688,False,True,False,False,False
2689,False,True,True,False,False
2690,True,True,False,False,False
2691,False,False,False,True,True
2692,True,True,True,True,True
2693,False,False,False,True,True
2694,False,True,True,True,False
2695,False,True,False,True,False
2696,False,True,True,False,True
2697,True,True,False,False,False
2698,False,True,False,True,True
2699,False,True,False,False,False
2700,False,True,True,False,False
2701,False,True,True,False,False
2702,False,False,False,False,True
2703,False,False,False,True,True
2704,False,False,False,False,True
2705,True,False,False,False,True
2706,True,False,False,False,False
2707,False,False,False,True,False
2708,False,False,False,True,False
2709,False,False,True,True,False
2710,True,False,False,True,False
2711,False,True,False,True,True
2712,False,True,False,True,False
2713,False,True,False,False,True
2714,False,False,False,True,True
2715,True,True,False,True,True
2716,False,True,True,False,True
2717,False,False,False,True,False
2718,True,False,True,True,False
2719,False,False,False,False,True
2720,True,False,True,False,False
2721,False,False,False,True,True
2722,True,False,False,False,False
2723,True,True,True,False,True
2724,False,True,True,False,False
2725,False,False,False,True,False
2726,True,True,False,True,False
2727,False,False,False,True,False
2728,False,False,True,False,False
2729,False,False,False,True,True
2730,True,False,False,True,False
2731,False,False,True,True,False
2732,False,True,True,True,True
2733,False,True,True,False,False
2734,False,True,False,True,True
2735,False,False,False,True,False
2736,True,True,False,True,False
2737,False,True,False,False,False
2738,False,False,True,False,False
2739,True,False,False,True,False
2740,True,True,False,False,False
2741,False,True,False,True,False
2742,False,False,False,False,True
2743,False,True,True,True,True
2744,True,False,False,True,False
2745,False,True,False,True,False
2746,False,False,False,True,True
2747,True,True,True,False,True
2748,False,False,False,True,True
2749,True,False,False,True,False
2750,False,True,False,True,False
2751,False,True,True,False,False
2752,True,True,False,False,True
2753,False,True,False,False,False
2754,False,True,True,False,False
2755,False,False,False,False,True
2756,True,True,False,False,False
2757,True,False,False,False,False
2758,False,False,False,False,True
2759,False,True,False,True,True
2760,False,True,True,False,False
2761,False,False,True,False,False
2762,False,True,False,False,False
2763,False,False,False,False,True
2764,True,True,False,True,True
2765,False,False,False,True,True
2766,False,True,False,True,False
2767,False,False,False,False,True
2768,False,True,False,False,False
2769,False,True,False,True,True
2770,True,False,False,False,False
2771,True,False,True,False,False
2772,False,True,False,False,True
2773,False,False,False,True,True
2774,False,False,False,True,False
2775,False,False,False,False,True
2776,True,False,False,False,False
2777,False,True,False,True,True
2778,False,True,False,False,False
2779,False,True,False,False,False
2780,False,True,False,False,False
2781,False,False,False,True,False
2782,False,False,True,True,True
2783,False,False,False,True,True
2784,False,True,False,False,True
2785,True,False,False,False,False
2786,True,False,False,False,False
2787,False,True,True,True,True
2788,False,True,False,False,False
2789,False,True,True,True,False
2790,False,True,False,False,False
2791,False,True,False,False,False
2792,False,False,True,False,False
2793,False,False,True,False,False
2794,False,True,False,True,True
2795,False,True,True,True,False
2796,True,True,True,False,True
2797,False,False,False,True,False
2798,False,False,False,True,False
2799,True,True,False,True,True
2800,False,True,False,False,False
2801,False,True,False,True,False
2802,False,True,False,False,False
2803,False,True,False,False,True
2804,True,False,False,False,False
2805,False,False,True,False,False
2806,True,True,True,True,True
2807,True,False,True,False,False
2808,False,False,True,False,False
2809,False,False,False,True,True
2810,True,False,False,False,False
2811,True,True,True,True,False
2812,False,True,False,False,False
2813,True,False,False,False,False
2814,False,False,False,True,False
2815,False,False,False,False,True
2816,False,True,False,False,False
2817,True,False,False,True,False
2818,False,False,False,True,False
2819,False,True,False,True,False
2820,False,True,True,False,False
2821,False,False,False,True,False
2822,True,False,False,True,False
2823,True,True,True,False,False
2824,False,False,False,True,True
2825,False,True,False,True,False
2826,False,True,False,False,False
2827,True,True,False,True,False
2828,True,False,False,False,False
2829,False,True,True,True,False
2830,False,True,False,False,False
2831,True,False,True,False,False
2832,False,False,False,True,True
2833,False,True,False,False,True
2834,False,False,False,False,True
2835,True,True,False,False,False
2836,False,True,False,True,True
2837,True,False,False,False,False
2838,True,False,False,False,False
2839,True,True,False,True,False
2840,True,False,False,True,False
2841,False,False,False,True,True
2842,False,False,False,False,True
2843,True,True,False,False,False
2844,True,False,True,False,False
2845,False,True,False,True,True
2846,False,True,False,True,False
2847,False,True,True,True,True
2848,True,False,False,False,False
2849,True,True,True,True,False
2850,False,True,False,False,False
2851,True,False,False,True,False
2852,False,True,False,True,False
2853,False,True,False,True,True
2854,False,True,False,True,False
2855,False,False,False,False,True
2856,True,True,True,False,False
2857,False,True,True,True,True
2858,False,True,False,False,False
2859,False,True,False,False,False
2860,False,True,True,True,True
2861,True,False,True,False,False
2862,False,True,True,True,False
2863,False,True,False,True,False
2864,False,True,True,False,False
2865,False,False,False,True,True
2866,False,True,False,False,False
2867,False,False,False,False,True
2868,False,True,False,False,False
2869,False,True,True,True,False
2870,False,False,False,True,False
2871,True,False,False,False,False
2872,False,False,True,False,False
2873,False,True,False,True,False
2874,True,True,False,False,False
2875,False,False,False,False,True
2876,True,True,False,True,False
2877,True,True,False,True,False
2878,False,True,True,True,True
2879,False,True,True,True,False
2880,False,False,True,False,True
2881,True,False,False,False,False
2882,True,False,True,True,True
2883,False,True,True,True,False
2884,False,True,False,True,True
2885,False,True,False,False,False
2886,False,True,False,False,False
2887,False,False,False,True,True
2888,True,True,False,False,True
2889,False,False,False,True,True
2890,True,True,False,True,False
2891,False,False,False,True,False
2892,True,False,False,False,False
2893,False,True,False,False,False
2894,False,False,False,True,True
2895,False,True,False,True,True
2896,False,True,False,True,False
2897,False,False,False,False,True
2898,True,True,False,False,True
2899,True,False,False,False,False
2900,False,True,False,False,False
2901,False,False,False,False,True
2902,False,False,False,True,False
2903,True,True,False,False,False
2904,False,True,False,True,False
2905,False,True,True,False,False
2906,False,False,False,True,False
2907,False,True,False,False,False
2908,True,True,False,False,False
2909,False,True,False,True,True
2910,True,False,False,False,False
2911,False,False,False,True,False
2912,False,False,False,True,False
2913,False,True,False,False,False
2914,False,False,False,True,False
2915,False,True,False,False,False
2916,False,False,True,False,True
2917,False,False,False,False,True
2918,False,True,True,False,False
2919,True,False,True,False,True
2920,True,True,False,False,False
2921,False,True,False,True,False
2922,False,True,False,True,False
2923,False,False,True,False,False
2924,False,False,False,False,True
2925,False,False,False,True,False
2926,False,False,True,True,False
2927,False,False,False,True,True
2928,False,False,True,True,False
2929,False,True,True,True,False
2930,False,True,False,False,False
2931,False,True,False,False,False
2932,False,True,True,True,False
2933,False,True,True,False,False
2934,False,True,False,True,False
2935,False,False,False,True,True
2936,False,True,True,False,True
2937,False,False,True,True,False
2938,False,False,False,True,True
2939,False,False,False,True,True
2940,False,False,False,True,True
2941,False,True,False,True,False
2942,False,False,False,False,True
2943,True,True,False,True,True
2944,True,True,False,True,False
2945,True,True,False,True,False
2946,False,True,True,False,False
2947,False,True,False,True,False
2948,True,False,False,True,False
2949,False,True,True,True,False
2950,True,True,False,False,False
2951,False,False,False,True,False
2952,False,True,False,True,True
2953,False,True,False,True,False
2954,False,False,False,True,True
2955,True,True,True,False,False
2956,False,True,False,False,False
2957,False,True,True,False,False
2958,True,True,False,True,False
2959,True,False,False,False,False
2960,False,False,False,True,False
2961,False,True,False,True,True
2962,False,True,False,True,False
2963,False,True,False,False,False
2964,False,False,False,False,True
2965,False,False,False,False,True
2966,False,True,True,True,False
2967,False,True,True,True,True
2968,False,True,False,True,False
2969,False,True,False,False,True
2970,False,False,True,False,False
2971,True,True,True,True,False
2972,False,False,False,True,True
2973,True,True,False,True,False
2974,False,True,False,False,False
2975,True,False,False,False,False
2976,True,False,False,False,True
2977,False,True,True,False,False
2978,False,True,True,True,True
2979,False,True,False,True,False
2980,True,False,True,False,False
2981,True,True,False,False,False
2982,False,False,False,True,True
2983,False,False,True,False,False
2984,False,False,True,False,False
2985,True,True,False,True,False
2986,True,True,False,False,False
2987,False,False,False,True,True
2988,True,False,False,False,False
2989,False,True,True,False,False
2990,False,True,False,False,False
2991,True,True,False,True,False
2992,True,False,True,True,False
2993,True,False,True,False,False
2994,True,True,True,True,True
2995,False,False,False,True,False
2996,False,True,True,False,False
2997,True,False,False,False,False
2998,False,True,False,True,True
2999,False,True,True,True,True
3000,False,True,True,True,True
3001,False,True,True,False,False
3002,True,False,False,False,False
3003,True,False,False,False,False
3004,False,True,True,False,False
3005,True,True,False,True,True
3006,False,True,True,True,False
3007,True,False,True,False,True
3008,True,True,False,True,False
3009,False,False,True,True,True
3010,True,True,True,False,False
3011,False,True,True,True,True
3012,False,True,True,True,False
3013,True,True,True,False,False
3014,False,False,False,True,True
3015,True,False,False,False,False
3016,False,False,False,True,True
3017,False,False,True,False,False
3018,False,False,False,True,False
3019,False,False,False,True,True
3020,False,True,False,False,False
3021,False,True,True,False,False
3022,False,True,False,True,False
3023,False,True,False,False,False
3024,True,True,True,True,False
3025,False,False,False,True,True
3026,True,False,True,False,False
3027,False,True,True,True,False
3028,True,True,False,False,False
3029,False,True,False,True,False
3030,True,False,False,False,False
3031,False,True,False,True,False
3032,False,True,True,False,False
3033,False,True,False,True,False
3034,False,False,False,True,True
3035,False,False,False,True,True
3036,True,True,False,True,False
3037,False,False,False,True,True
3038,True,False,False,True,False
3039,False,False,False,False,True
3040,False,True,False,False,True
3041,True,False,False,False,False
3042,True,True,True,False,False
3043,False,False,True,True,False
3044,True,False,False,False,False
3045,False,True,False,False,False
3046,False,True,False,False,False
3047,True,True,False,True,True
3048,True,False,True,False,False
3049,True,True,False,False,False
3050,True,True,True,True,False
3051,False,True,True,False,True
3052,True,True,False,False,False
3053,False,False,True,True,False
3054,False,True,False,True,False
3055,False,False,True,False,False
3056,False,True,True,True,True
3057,False,True,False,False,False
3058,False,True,False,False,False
3059,False,False,False,True,False
3060,True,True,False,True,True
3061,False,True,True,False,True
3062,False,False,False,False,True
3063,False,True,True,False,False
3064,True,False,True,False,False
3065,False,True,False,False,False
3066,False,False,True,True,False
3067,False,True,False,True,False
3068,False,False,False,False,True
3069,False,False,False,False,True
3070,False,True,True,False,False
3071,True,True,False,True,False
3072,False,True,False,False,True
3073,True,True,False,False,False
3074,False,False,False,True,False
3075,True,True,False,True,True
3076,False,True,False,False,False
3077,True,True,False,True,True
3078,False,True,False,True,True
3079,False,True,False,False,False
3080,False,False,True,True,False
3081,True,True,False,False,False
3082,False,True,True,False,True
3083,True,False,False,True,False
3084,False,True,True,False,False
3085,False,False,False,True,True
3086,True,True,True,True,False
3087,False,True,True,False,True
3088,True,False,False,False,False
3089,False,True,True,False,False
3090,True,False,False,True,True
3091,False,True,False,True,True
3092,False,False,False,True,True
3093,True,False,False,True,False
3094,True,True,False,False,False
3095,True,False,True,False,False
3096,False,True,True,False,False
3097,True,False,False,False,False
3098,False,False,False,True,False
3099,True,True,True,False,True
3100,True,False,True,True,False
3101,False,True,False,True,False
3102,True,True,False,True,True
3103,False,True,True,True,False
3104,False,True,False,True,False
3105,False,False,False,True,False
3106,True,True,False,False,False
3107,False,False,False,True,False
3108,False,False,False,True,True
3109,False,False,False,False,True
3110,False,False,False,True,False
3111,False,True,False,True,True
3112,False,True,False,True,False
3113,True,True,False,True,True
3114,False,True,False,False,False
3115,True,False,False,True,False
3116,False,True,False,False,False
3117,True,True,True,True,True
3118,True,False,False,False,False
3119,False,False,True,False,False
3120,False,True,False,True,False
3121,False,True,False,False,True
3122,False,False,False,True,False
3123,True,False,False,False,False
3124,True,False,False,False,False
3125,False,True,True,False,False
3126,True,True,False,False,False
3127,False,False,False,True,False
3128,True,False,False,False,False
3129,True,False,False,False,False
3130,True,False,False,False,False
3131,True,False,False,False,False
3132,True,False,False,False,False
3133,False,False,False,True,True
3134,False,True,False,True,False
3135,False,True,False,False,False
3136,True,False,False,False,False
3137,True,False,False,True,True
3138,True,False,True,False,False
3139,True,False,False,False,False
3140,False,True,False,True,False
3141,False,False,False,True,True
3142,False,True,False,False,True
3143,False,False,False,False,True
3144,False,False,True,True,False
3145,False,True,False,False,False
3146,True,True,False,True,True
3147,True,True,True,True,False
3148,True,False,True,True,True
3149,True,False,False,True,False
3150,True,True,True,False,False
3151,False,False,False,True,True
3152,False,True,True,False,False
3153,True,False,False,False,False
3154,True,False,False,False,False
3155,True,False,False,False,False
3156,False,False,False,False,True
3157,False,False,False,True,True
3158,True,True,False,True,False
3159,True,False,False,False,False
3160,False,False,False,False,True
3161,False,True,True,True,True
3162,True,True,False,False,False
3163,False,True,True,False,False
3164,False,True,False,False,True
3165,False,False,True,True,True
3166,True,False,False,False,True
3167,True,True,True,False,False
3168,False,False,False,True,False
3169,False,False,False,True,True
3170,False,False,True,True,True
3171,False,False,False,True,False
3172,False,False,True,True,True
3173,True,True,False,True,True
3174,False,False,False,True,False
3175,False,True,True,False,False
3176,True,False,False,False,False
3177,False,True,False,False,False
3178,False,False,False,True,False
3179,False,True,False,False,True
3180,False,False,False,False,True
3181,True,False,False,True,False
3182,False,True,False,False,False
3183,True,False,False,False,False
3184,True,True,True,False,False
3185,False,True,False,False,False
3186,False,False,False,True,False
3187,False,True,True,True,True
3188,False,True,True,True,False
3189,False,False,False,True,False
3190,False,False,False,False,True
3191,False,False,False,True,False
3192,True,True,False,False,False
3193,True,False,False,False,False
3194,False,True,False,False,False
3195,True,False,False,False,False
3196,True,False,False,False,False
3197,True,False,True,True,False
3198,True,False,False,True,False
3199,True,False,True,False,False
3200,True,False,False,False,False
3201,True,False,True,True,True
3202,False,True,True,False,False
3203,False,True,False,True,False
3204,False,False,True,True,True
3205,False,False,True,False,False
3206,True,False,False,True,False
3207,True,False,False,False,False
3208,True,False,False,False,False
3209,False,True,False,True,True
3210,True,False,False,False,False
3211,True,False,True,False,False
3212,False,False,False,True,True
3213,True,False,False,True,False
3214,False,True,False,True,False
3215,True,False,False,False,False
3216,False,False,True,False,False
3217,False,True,False,True,False
3218,False,True,False,True,True
3219,True,True,False,False,False
3220,True,False,False,False,False
3221,True,False,False,False,False
3222,False,True,True,True,False
3223,False,True,False,True,True
3224,False,True,False,False,False
3225,False,False,False,True,False
3226,False,False,False,False,True
3227,False,False,False,True,False
3228,True,False,False,False,False
3229,True,False,False,False,False
3230,True,True,False,False,False
3231,True,False,False,True,False
3232,False,False,False,True,True
3233,False,False,False,True,False
3234,True,False,False,True,False
3235,True,True,False,False,True
3236,True,True,True,True,False
3237,True,False,False,False,False
3238,False,False,True,False,False
3239,True,False,False,False,False
3240,False,True,False,True,False
3241,True,False,True,True,False
3242,True,True,False,False,False
3243,False,True,False,False,False
3244,True,True,True,True,True
3245,False,True,False,True,True
3246,True,False,False,False,False
3247,False,False,True,True,False
3248,True,False,True,False,False
3249,False,False,True,False,False
3250,False,True,False,True,False
3251,False,True,False,False,False
3252,False,False,False,True,True
3253,False,True,True,False,True
3254,True,False,False,False,False
3255,False,False,False,True,False
3256,False,False,False,False,True
3257,False,True,True,True,False
3258,False,True,True,True,False
3259,True,False,False,False,False
3260,False,False,False,True,False
3261,False,True,False,True,True
3262,False,True,False,True,True
3263,True,False,False,False,False
3264,True,False,False,True,False
3265,True,False,False,False,False
3266,False,False,False,False,True
3267,True,True,False,False,False
3268,True,False,False,False,False
3269,True,False,True,True,True
3270,True,False,False,False,False
3271,True,False,False,False,False
3272,False,True,False,False,False
3273,True,False,False,True,True
3274,False,True,True,False,False
3275,True,False,False,False,False
3276,True,False,False,False,False
3277,True,True,False,False,False
3278,False,True,True,False,False
3279,False,False,False,True,True
3280,True,False,False,True,False
3281,True,True,True,True,False
3282,False,True,False,False,False
3283,False,True,False,False,False
3284,True,False,False,False,False
3285,False,True,False,True,True
3286,True,True,True,False,True
3287,True,False,False,False,False
3288,False,True,True,False,False
3289,False,True,False,False,False
3290,False,True,True,True,True
3291,False,False,False,True,False
3292,True,True,True,False,False
3293,True,False,False,False,False
3294,True,False,False,True,False
3295,True,True,False,True,True
3296,True,False,False,False,False
3297,True,True,False,False,False
3298,True,True,False,True,True
3299,False,False,False,True,False
3300,False,False,False,False,True
3301,True,False,False,False,True
3302,False,True,False,False,False
3303,False,True,False,False,False
3304,True,True,False,False,True
3305,False,True,True,False,False
3306,False,False,False,True,False
3307,True,False,False,False,False
3308,False,False,False,True,False
3309,False,False,False,True,True
3310,True,False,False,False,False
3311,True,False,False,True,False
3312,False,False,False,False,True
3313,True,False,False,False,False
3314,True,True,False,True,True
3315,True,True,False,True,False
3316,False,True,False,True,True
3317,False,True,True,False,True
3318,False,False,False,False,True
3319,True,False,False,False,False
3320,True,False,False,False,False
3321,True,True,True,False,False
3322,False,True,False,True,True
3323,True,False,False,False,False
3324,True,True,True,False,False
3325,True,True,False,False,False
3326,False,True,True,False,False
3327,True,False,False,False,False
3328,True,True,True,False,False
