SurveyDate,FormalEducation,ConvertedSalary,Hobby,Country,StackOverflowJobsRecommend,VersionControl,Age,Years Experience,Gender,RawSalary,Paid_Job,equal_binned,boundary_binned
9/22/18 12:42,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Spain,7.0,Git;Team Foundation Version Control,33,8,Male,,0,"(-2000.0, 400000.0]",Very low
6/8/18 22:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),10440.0,Yes,USA,7.0,Git;Team Foundation Version Control,19,6,Not Given,10440.0,1,"(-2000.0, 400000.0]",Low
8/13/18 23:02,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,India,7.0,Git,34,0,Male,,0,"(-2000.0, 400000.0]",Very low
6/19/18 18:26,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Sweeden,7.0,Git;Zip file back-ups,44,17,Male,,0,"(-2000.0, 400000.0]",Very low
5/17/18 12:46,Master's degree (MA. MS. M.Eng.. MBA. etc.),46992.0,No,India,7.0,Git,44,19,Male,46992.0,1,"(-2000.0, 400000.0]",Low
2/26/18 4:05,Bachelor's degree (BA. BS. B.Eng.. etc.),61580.0,No,Sweeden,5.0,Git;Subversion;Team Foundation Version Control,23,1,Male,61580.0,1,"(-2000.0, 400000.0]",Medium
6/7/18 18:33,Bachelor's degree (BA. BS. B.Eng.. etc.),26612.0,Yes,UK,7.0,Git,39,10,Male,26612.0,1,"(-2000.0, 400000.0]",Low
2/5/18 4:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,UK,10.0,Git;Subversion,21,17,Male,,0,"(-2000.0, 400000.0]",Very low
5/22/18 13:48,Bachelor's degree (BA. BS. B.Eng.. etc.),18780.0,Yes,Spain,7.0,Git,20,11,Not Given,18780.0,1,"(-2000.0, 400000.0]",Low
9/26/18 11:15,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Team Foundation Version Control,21,13,Male,,0,"(-2000.0, 400000.0]",Very low
1/20/18 17:57,Some college/university study without earning a degree,23440.0,Yes,USA,7.0,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,63,9,Not Given,23440.0,1,"(-2000.0, 400000.0]",Low
1/4/18 2:56,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),42836.0,Yes,UK,7.0,Git,48,11,Male,42836.0,1,"(-2000.0, 400000.0]",Low
4/30/18 17:30,Master's degree (MA. MS. M.Eng.. MBA. etc.),3569.0,Yes,India,10.0,Git;Copying and pasting files to network shares,38,1,Not Given,3569.0,1,"(-2000.0, 400000.0]",Very low
4/21/18 6:43,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,South Africa,7.0,Git;Mercurial;Copying and pasting files to network shares;Zip file back-ups,29,14,Not Given,,0,"(-2000.0, 400000.0]",Very low
2/9/18 1:40,Bachelor's degree (BA. BS. B.Eng.. etc.),1140000.0,Yes,Sweeden,7.0,Subversion,38,13,Male,1140000.0,1,"(800000.0, 1200000.0]",Very high
3/6/18 18:22,Bachelor's degree (BA. BS. B.Eng.. etc.),1879.0,Yes,Spain,5.0,Git;Mercurial,60,14,Male,1879.0,1,"(-2000.0, 400000.0]",Very low
8/9/18 8:21,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Git,37,15,Male,,0,"(-2000.0, 400000.0]",Very low
5/8/18 13:59,Some college/university study without earning a degree,79552.0,Yes,USA,7.0,Git,23,11,Not Given,79552.0,1,"(-2000.0, 400000.0]",Medium
5/22/18 8:44,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Sweeden,6.0,Git,55,13,Male,,0,"(-2000.0, 400000.0]",Very low
9/15/18 7:24,Bachelor's degree (BA. BS. B.Eng.. etc.),46963.0,No,Russia,7.0,Git,44,18,Not Given,46963.0,1,"(-2000.0, 400000.0]",Low
5/7/18 4:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),8140.0,Yes,USA,10.0,Team Foundation Version Control,18,7,Male,8140.0,1,"(-2000.0, 400000.0]",Very low
8/13/18 9:00,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,India,7.0,Git;Subversion,21,7,Not Given,,0,"(-2000.0, 400000.0]",Very low
3/5/18 19:11,Bachelor's degree (BA. BS. B.Eng.. etc.),81000.0,Yes,USA,8.0,Git,35,15,Male,81000.0,1,"(-2000.0, 400000.0]",Medium
10/14/18 22:41,Other doctoral degree (Ph.D. Ed.D.. etc.),440592.0,Yes,USA,7.0,Git;Team Foundation Version Control,26,15,Male,440592.0,1,"(400000.0, 800000.0]",Very high
6/6/18 13:00,Associate degree,20244.0,Yes,France,7.0,Git,30,11,Male,20244.0,1,"(-2000.0, 400000.0]",Low
9/21/18 4:14,Some college/university study without earning a degree,0.0,Yes,France,10.0,Git;Copying and pasting files to network shares;Zip file back-ups,35,10,Not Given,,0,"(-2000.0, 400000.0]",Very low
7/24/18 10:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),33528.0,Yes,South Africa,2.0,Git;Subversion,36,15,Male,33528.0,1,"(-2000.0, 400000.0]",Low
2/13/18 23:20,Bachelor's degree (BA. BS. B.Eng.. etc.),65000.0,Yes,USA,7.0,Git;Copying and pasting files to network shares,32,14,Male,65000.0,1,"(-2000.0, 400000.0]",Medium
4/14/18 14:04,Bachelor's degree (BA. BS. B.Eng.. etc.),21708.0,Yes,USA,8.0,Git,63,7,Not Given,21708.0,1,"(-2000.0, 400000.0]",Low
9/8/18 17:23,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),58746.0,Yes,Spain,8.0,Git,35,18,Male,58746.0,1,"(-2000.0, 400000.0]",Medium
4/30/18 3:12,Bachelor's degree (BA. BS. B.Eng.. etc.),52783.0,No,India,7.0,Git,18,11,Not Given,52783.0,1,"(-2000.0, 400000.0]",Medium
6/4/18 1:14,Master's degree (MA. MS. M.Eng.. MBA. etc.),32316.0,No,USA,0.0,Git,39,13,Male,32316.0,1,"(-2000.0, 400000.0]",Low
8/8/18 22:33,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),0.0,Yes,Spain,7.0,Git,33,5,Male,,0,"(-2000.0, 400000.0]",Very low
10/23/18 19:01,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Spain,7.0,Git,34,5,Male,,0,"(-2000.0, 400000.0]",Very low
4/26/18 0:21,Some college/university study without earning a degree,8496.0,No,UK,7.0,Git,29,5,Not Given,8496.0,1,"(-2000.0, 400000.0]",Very low
9/14/18 11:12,Master's degree (MA. MS. M.Eng.. MBA. etc.),45895.0,Yes,USA,10.0,Git;Subversion,18,11,Male,45895.0,1,"(-2000.0, 400000.0]",Low
4/2/18 3:49,Some college/university study without earning a degree,9552.0,Yes,India,7.0,Subversion,18,17,Female,9552.0,1,"(-2000.0, 400000.0]",Very low
9/13/18 20:48,Bachelor's degree (BA. BS. B.Eng.. etc.),4512.0,Yes,France,7.0,Git,31,6,Not Given,4512.0,1,"(-2000.0, 400000.0]",Very low
2/8/18 10:18,Bachelor's degree (BA. BS. B.Eng.. etc.),38510.0,Yes,UK,6.0,Git,34,10,Male,38510.0,1,"(-2000.0, 400000.0]",Low
6/5/18 12:15,Bachelor's degree (BA. BS. B.Eng.. etc.),105000.0,Yes,France,5.0,Git,42,23,Male,105000.0,1,"(-2000.0, 400000.0]",High
5/22/18 19:31,Bachelor's degree (BA. BS. B.Eng.. etc.),47227.0,Yes,USA,5.0,Git;Mercurial,59,3,Male,47227.0,1,"(-2000.0, 400000.0]",Low
1/5/18 19:09,Associate degree,20808.0,Yes,UK,6.0,Git,45,0,Not Given,20808.0,1,"(-2000.0, 400000.0]",Low
1/9/18 7:01,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,Spain,7.0,I don't use version control,83,14,Male,,0,"(-2000.0, 400000.0]",Very low
4/6/18 23:31,Master's degree (MA. MS. M.Eng.. MBA. etc.),100000.0,No,Sweeden,7.0,Team Foundation Version Control,26,11,Male,100000.0,1,"(-2000.0, 400000.0]",Medium
2/22/18 9:18,Some college/university study without earning a degree,0.0,Yes,Russia,4.0,Git,45,3,Male,,0,"(-2000.0, 400000.0]",Very low
8/26/18 19:43,Master's degree (MA. MS. M.Eng.. MBA. etc.),33972.0,No,USA,8.0,Git,36,8,Male,33972.0,1,"(-2000.0, 400000.0]",Low
2/23/18 5:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,Russia,10.0,Git;Subversion,24,7,Male,,0,"(-2000.0, 400000.0]",Very low
3/24/18 0:36,Some college/university study without earning a degree,2000000.0,Yes,Russia,10.0,Git,31,15,Male,2000000.0,1,"(1600000.0, 2000000.0]",Very high
7/17/18 9:04,Bachelor's degree (BA. BS. B.Eng.. etc.),74856.0,Yes,France,10.0,Git,73,13,Male,74856.0,1,"(-2000.0, 400000.0]",Medium
1/14/18 19:13,Master's degree (MA. MS. M.Eng.. MBA. etc.),44060.0,Yes,France,6.0,Git,21,9,Male,44060.0,1,"(-2000.0, 400000.0]",Low
7/24/18 11:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),140000.0,Yes,USA,7.0,Git,48,13,Not Given,140000.0,1,"(-2000.0, 400000.0]",High
10/10/18 4:37,Bachelor's degree (BA. BS. B.Eng.. etc.),7140.0,Yes,Spain,7.0,Git,40,12,Not Given,7140.0,1,"(-2000.0, 400000.0]",Very low
9/28/18 19:41,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Git,36,7,Not Given,,0,"(-2000.0, 400000.0]",Very low
10/23/18 5:58,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,No,South Africa,7.0,Git,19,9,Not Given,,0,"(-2000.0, 400000.0]",Very low
8/22/18 1:37,Bachelor's degree (BA. BS. B.Eng.. etc.),59500.0,Yes,France,10.0,Mercurial,46,7,Not Given,59500.0,1,"(-2000.0, 400000.0]",Medium
6/8/18 4:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,USA,4.0,Git;Team Foundation Version Control,20,13,Not Given,,0,"(-2000.0, 400000.0]",Very low
4/1/18 18:38,Some college/university study without earning a degree,0.0,No,USA,5.0,Subversion;Team Foundation Version Control,22,12,Male,,0,"(-2000.0, 400000.0]",Very low
5/2/18 17:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,Spain,7.0,Git,52,2,Male,,0,"(-2000.0, 400000.0]",Very low
4/27/18 6:07,Associate degree,56172.0,Yes,Sweeden,7.0,Team Foundation Version Control,22,9,Male,56172.0,1,"(-2000.0, 400000.0]",Medium
10/12/18 8:26,Bachelor's degree (BA. BS. B.Eng.. etc.),2820.0,Yes,Spain,7.0,Git,36,9,Not Given,2820.0,1,"(-2000.0, 400000.0]",Very low
3/31/18 4:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),51394.0,Yes,France,5.0,Git,39,6,Male,51394.0,1,"(-2000.0, 400000.0]",Medium
7/12/18 23:11,Master's degree (MA. MS. M.Eng.. MBA. etc.),83342.0,Yes,Russia,10.0,Team Foundation Version Control,23,8,Male,83342.0,1,"(-2000.0, 400000.0]",Medium
3/24/18 14:06,Some college/university study without earning a degree,0.0,Yes,Other,5.0,Git;Subversion;Team Foundation Version Control,19,12,Not Given,,0,"(-2000.0, 400000.0]",Very low
10/4/18 21:06,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,No,Sweeden,7.0,Git,22,18,Male,,0,"(-2000.0, 400000.0]",Very low
7/4/18 2:37,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,UK,7.0,Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,18,2,Male,,0,"(-2000.0, 400000.0]",Very low
4/29/18 14:53,Bachelor's degree (BA. BS. B.Eng.. etc.),62507.0,Yes,Spain,7.0,Git,29,17,Not Given,62507.0,1,"(-2000.0, 400000.0]",Medium
9/6/18 7:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),55075.0,Yes,USA,6.0,Git,25,8,Female,55075.0,1,"(-2000.0, 400000.0]",Medium
8/18/18 6:41,Bachelor's degree (BA. BS. B.Eng.. etc.),40392.0,Yes,Sweeden,7.0,Git;Zip file back-ups,29,15,Not Given,40392.0,1,"(-2000.0, 400000.0]",Low
7/28/18 11:46,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,No,Spain,7.0,Git;Mercurial;Team Foundation Version Control,18,10,Not Given,,0,"(-2000.0, 400000.0]",Very low
5/7/18 12:30,Master's degree (MA. MS. M.Eng.. MBA. etc.),42456.0,Yes,South Africa,7.0,Git;Mercurial;Team Foundation Version Control,46,5,Male,42456.0,1,"(-2000.0, 400000.0]",Low
4/18/18 14:46,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,No,France,7.0,Team Foundation Version Control,45,9,Male,,0,"(-2000.0, 400000.0]",Very low
5/14/18 15:35,Bachelor's degree (BA. BS. B.Eng.. etc.),72500.0,No,India,7.0,Git,46,5,Male,72500.0,1,"(-2000.0, 400000.0]",Medium
7/17/18 0:56,Some college/university study without earning a degree,0.0,Yes,Sweeden,7.0,I don't use version control,37,13,Not Given,,0,"(-2000.0, 400000.0]",Very low
2/17/18 11:40,Bachelor's degree (BA. BS. B.Eng.. etc.),65285.0,Yes,South Africa,5.0,Git;Subversion,33,9,Not Given,65285.0,1,"(-2000.0, 400000.0]",Medium
5/13/18 20:47,Professional degree (JD. MD. etc.),0.0,Yes,Russia,7.0,Git,37,10,Male,,0,"(-2000.0, 400000.0]",Very low
7/8/18 3:37,Some college/university study without earning a degree,0.0,Yes,South Africa,7.0,Git,23,4,Not Given,,0,"(-2000.0, 400000.0]",Very low
9/6/18 18:11,Bachelor's degree (BA. BS. B.Eng.. etc.),75000.0,Yes,USA,7.0,Git,40,8,Female,75000.0,1,"(-2000.0, 400000.0]",Medium
5/8/18 23:39,Some college/university study without earning a degree,58752.0,No,South Africa,7.0,Git,29,8,Not Given,58752.0,1,"(-2000.0, 400000.0]",Medium
7/11/18 9:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),70000.0,Yes,India,7.0,Subversion;Copying and pasting files to network shares;Zip file back-ups,25,4,Male,70000.0,1,"(-2000.0, 400000.0]",Medium
3/28/18 14:20,Bachelor's degree (BA. BS. B.Eng.. etc.),185000.0,Yes,Sweeden,8.0,Git,32,11,Male,185000.0,1,"(-2000.0, 400000.0]",Very high
6/17/18 1:32,Professional degree (JD. MD. etc.),37940.0,No,India,5.0,Git,35,12,Male,37940.0,1,"(-2000.0, 400000.0]",Low
4/26/18 1:05,Some college/university study without earning a degree,0.0,Yes,Russia,10.0,Git;Subversion;Team Foundation Version Control,47,2,Male,,0,"(-2000.0, 400000.0]",Very low
10/23/18 14:31,Master's degree (MA. MS. M.Eng.. MBA. etc.),21916.0,Yes,Spain,9.0,Git;Subversion,45,17,Not Given,21916.0,1,"(-2000.0, 400000.0]",Low
5/31/18 11:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),125000.0,Yes,South Africa,7.0,Git,48,7,Male,125000.0,1,"(-2000.0, 400000.0]",High
9/18/18 14:28,Bachelor's degree (BA. BS. B.Eng.. etc.),25000.0,Yes,UK,1.0,Git,43,7,Not Given,25000.0,1,"(-2000.0, 400000.0]",Low
2/6/18 7:17,Bachelor's degree (BA. BS. B.Eng.. etc.),32000.0,No,India,7.0,I don't use version control,51,6,Male,32000.0,1,"(-2000.0, 400000.0]",Low
2/18/18 16:00,Bachelor's degree (BA. BS. B.Eng.. etc.),3757.0,Yes,Sweeden,7.0,Team Foundation Version Control;Copying and pasting files to network shares,51,0,Male,3757.0,1,"(-2000.0, 400000.0]",Very low
10/15/18 2:13,Professional degree (JD. MD. etc.),22884.0,No,Sweeden,7.0,Git,36,15,Female,22884.0,1,"(-2000.0, 400000.0]",Low
8/15/18 5:07,Master's degree (MA. MS. M.Eng.. MBA. etc.),75504.0,Yes,India,5.0,Git;Mercurial,32,5,Male,75504.0,1,"(-2000.0, 400000.0]",Medium
3/5/18 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),52404.0,Yes,Russia,2.0,Git,43,11,Male,52404.0,1,"(-2000.0, 400000.0]",Medium
6/14/18 5:49,Bachelor's degree (BA. BS. B.Eng.. etc.),187152.0,Yes,France,10.0,Git,19,13,Not Given,187152.0,1,"(-2000.0, 400000.0]",Very high
3/16/18 14:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),52872.0,Yes,Spain,8.0,Git;Copying and pasting files to network shares,34,12,Male,52872.0,1,"(-2000.0, 400000.0]",Medium
3/26/18 8:24,Bachelor's degree (BA. BS. B.Eng.. etc.),126403.0,No,Sweeden,10.0,Git;Mercurial,23,10,Male,126403.0,1,"(-2000.0, 400000.0]",High
1/18/18 0:55,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Git;Subversion,39,8,Not Given,,0,"(-2000.0, 400000.0]",Very low
10/16/18 11:16,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,UK,7.0,Git;Copying and pasting files to network shares,23,15,Male,,0,"(-2000.0, 400000.0]",Very low
3/10/18 4:03,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,No,France,9.0,Git;Mercurial,38,10,Male,,0,"(-2000.0, 400000.0]",Very low
3/3/18 23:36,Master's degree (MA. MS. M.Eng.. MBA. etc.),235000.0,Yes,France,10.0,Git,39,6,Male,235000.0,1,"(-2000.0, 400000.0]",Very high
4/21/18 20:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,India,7.0,Git,30,16,Male,,0,"(-2000.0, 400000.0]",Very low
8/12/18 13:28,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,France,7.0,Git;Team Foundation Version Control,38,6,Not Given,,0,"(-2000.0, 400000.0]",Very low
7/29/18 11:24,Some college/university study without earning a degree,0.0,Yes,Russia,7.0,Git;Zip file back-ups,43,5,Male,,0,"(-2000.0, 400000.0]",Very low
8/30/18 20:58,Bachelor's degree (BA. BS. B.Eng.. etc.),55562.0,No,USA,5.0,Git,46,8,Male,55562.0,1,"(-2000.0, 400000.0]",Medium
6/30/18 1:34,Bachelor's degree (BA. BS. B.Eng.. etc.),125000.0,Yes,Sweeden,7.0,Git,34,12,Female,125000.0,1,"(-2000.0, 400000.0]",High
7/21/18 18:43,Bachelor's degree (BA. BS. B.Eng.. etc.),13284.0,No,UK,8.0,Git,67,6,Male,13284.0,1,"(-2000.0, 400000.0]",Low
10/7/18 19:19,Bachelor's degree (BA. BS. B.Eng.. etc.),87971.0,Yes,Sweeden,5.0,Git;Team Foundation Version Control,31,6,Not Given,87971.0,1,"(-2000.0, 400000.0]",Medium
1/4/18 18:36,Master's degree (MA. MS. M.Eng.. MBA. etc.),10572.0,No,Spain,6.0,Git,43,16,Male,10572.0,1,"(-2000.0, 400000.0]",Low
7/23/18 13:19,Some college/university study without earning a degree,48955.0,Yes,Spain,7.0,Git,42,4,Male,48955.0,1,"(-2000.0, 400000.0]",Low
5/7/18 0:16,Some college/university study without earning a degree,155000.0,Yes,France,0.0,Git,65,1,Male,155000.0,1,"(-2000.0, 400000.0]",Very high
6/21/18 12:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,South Africa,10.0,Git;Subversion;Team Foundation Version Control,52,13,Not Given,,0,"(-2000.0, 400000.0]",Very low
3/25/18 5:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,India,7.0,I don't use version control,58,6,Not Given,,0,"(-2000.0, 400000.0]",Very low
1/31/18 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Git;Subversion,20,6,Male,,0,"(-2000.0, 400000.0]",Very low
7/3/18 12:08,Some college/university study without earning a degree,52339.0,Yes,France,7.0,Git,59,9,Not Given,52339.0,1,"(-2000.0, 400000.0]",Medium
4/13/18 21:14,Other doctoral degree (Ph.D. Ed.D.. etc.),113000.0,No,Russia,7.0,Git,18,4,Male,113000.0,1,"(-2000.0, 400000.0]",High
6/14/18 0:53,Bachelor's degree (BA. BS. B.Eng.. etc.),127000.0,No,Spain,7.0,Git,18,2,Male,127000.0,1,"(-2000.0, 400000.0]",High
4/17/18 12:17,Some college/university study without earning a degree,56544.0,Yes,Russia,7.0,Git,21,19,Male,56544.0,1,"(-2000.0, 400000.0]",Medium
4/1/18 3:26,Bachelor's degree (BA. BS. B.Eng.. etc.),47000.0,Yes,USA,7.0,Git;Team Foundation Version Control,29,17,Female,47000.0,1,"(-2000.0, 400000.0]",Low
4/17/18 0:44,Some college/university study without earning a degree,110000.0,Yes,USA,7.0,Git,48,9,Male,110000.0,1,"(-2000.0, 400000.0]",High
4/30/18 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),11741.0,Yes,France,4.0,Git,54,8,Male,11741.0,1,"(-2000.0, 400000.0]",Low
7/1/18 17:21,Associate degree,10000.0,Yes,Russia,7.0,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,18,7,Male,10000.0,1,"(-2000.0, 400000.0]",Very low
10/4/18 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),64000.0,No,USA,7.0,Git;Subversion,53,11,Not Given,64000.0,1,"(-2000.0, 400000.0]",Medium
1/30/18 16:43,Primary/elementary school,9840.0,Yes,Sweeden,7.0,Team Foundation Version Control,48,4,Male,9840.0,1,"(-2000.0, 400000.0]",Very low
8/13/18 19:46,Professional degree (JD. MD. etc.),0.0,Yes,Sweeden,7.0,Git,20,16,Male,,0,"(-2000.0, 400000.0]",Very low
1/14/18 2:02,Bachelor's degree (BA. BS. B.Eng.. etc.),90000.0,No,Russia,7.0,Git,55,8,Male,90000.0,1,"(-2000.0, 400000.0]",Medium
3/17/18 10:53,Associate degree,43482.0,No,France,7.0,Git;Subversion,70,14,Male,43482.0,1,"(-2000.0, 400000.0]",Low
3/13/18 6:42,Bachelor's degree (BA. BS. B.Eng.. etc.),63529.0,Yes,South Africa,8.0,Git,18,6,Male,63529.0,1,"(-2000.0, 400000.0]",Medium
2/6/18 13:50,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,South Africa,7.0,Git,18,12,Not Given,,0,"(-2000.0, 400000.0]",Very low
6/18/18 20:38,Bachelor's degree (BA. BS. B.Eng.. etc.),140000.0,Yes,Sweeden,10.0,Git,26,14,Male,140000.0,1,"(-2000.0, 400000.0]",High
3/13/18 14:13,Master's degree (MA. MS. M.Eng.. MBA. etc.),96000.0,Yes,Spain,8.0,Git,41,9,Not Given,96000.0,1,"(-2000.0, 400000.0]",Medium
6/21/18 19:30,Bachelor's degree (BA. BS. B.Eng.. etc.),14340.0,Yes,India,8.0,Git,34,8,Male,14340.0,1,"(-2000.0, 400000.0]",Low
1/12/18 13:26,Bachelor's degree (BA. BS. B.Eng.. etc.),48313.0,No,India,8.0,Git;Team Foundation Version Control,31,15,Male,48313.0,1,"(-2000.0, 400000.0]",Low
8/19/18 20:56,Bachelor's degree (BA. BS. B.Eng.. etc.),42456.0,No,South Africa,7.0,Git,46,17,Male,42456.0,1,"(-2000.0, 400000.0]",Low
9/25/18 0:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,No,USA,7.0,Team Foundation Version Control,24,11,Not Given,,0,"(-2000.0, 400000.0]",Very low
8/4/18 14:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),39776.0,Yes,Sweeden,6.0,Git,53,1,Male,39776.0,1,"(-2000.0, 400000.0]",Low
1/31/18 22:53,Bachelor's degree (BA. BS. B.Eng.. etc.),94600.0,Yes,India,3.0,Git;Subversion,35,13,Not Given,94600.0,1,"(-2000.0, 400000.0]",Medium
3/21/18 5:39,Master's degree (MA. MS. M.Eng.. MBA. etc.),12480.0,Yes,Spain,10.0,Git,62,12,Not Given,12480.0,1,"(-2000.0, 400000.0]",Low
6/8/18 14:34,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,South Africa,8.0,Git,38,23,Male,,0,"(-2000.0, 400000.0]",Very low
2/6/18 10:43,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Sweeden,7.0,Copying and pasting files to network shares,18,11,Female,,0,"(-2000.0, 400000.0]",Very low
8/8/18 4:30,Bachelor's degree (BA. BS. B.Eng.. etc.),87768.0,Yes,India,7.0,Git;Team Foundation Version Control,34,20,Not Given,87768.0,1,"(-2000.0, 400000.0]",Medium
5/24/18 19:09,Master's degree (MA. MS. M.Eng.. MBA. etc.),62507.0,Yes,India,7.0,Git,28,8,Male,62507.0,1,"(-2000.0, 400000.0]",Medium
1/20/18 7:39,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),22032.0,Yes,USA,7.0,Git;Subversion,53,9,Male,22032.0,1,"(-2000.0, 400000.0]",Low
3/17/18 11:48,Bachelor's degree (BA. BS. B.Eng.. etc.),30597.0,Yes,South Africa,7.0,Git,40,15,Male,30597.0,1,"(-2000.0, 400000.0]",Low
7/26/18 15:04,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,South Africa,7.0,Git;Subversion,51,6,Not Given,,0,"(-2000.0, 400000.0]",Very low
8/15/18 5:47,Other doctoral degree (Ph.D. Ed.D.. etc.),59729.0,Yes,Russia,7.0,Git,18,14,Not Given,59729.0,1,"(-2000.0, 400000.0]",Medium
1/14/18 11:12,Professional degree (JD. MD. etc.),0.0,Yes,South Africa,9.0,Git;Subversion,23,3,Male,,0,"(-2000.0, 400000.0]",Very low
6/9/18 16:20,Bachelor's degree (BA. BS. B.Eng.. etc.),22560.0,Yes,India,7.0,Git;Team Foundation Version Control,55,12,Not Given,22560.0,1,"(-2000.0, 400000.0]",Low
3/11/18 10:28,Bachelor's degree (BA. BS. B.Eng.. etc.),105000.0,Yes,Spain,7.0,Git,49,9,Female,105000.0,1,"(-2000.0, 400000.0]",High
9/7/18 13:51,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Git,34,13,Male,,0,"(-2000.0, 400000.0]",Very low
1/11/18 7:56,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,France,7.0,Git,28,10,Male,,0,"(-2000.0, 400000.0]",Very low
10/7/18 16:01,Other doctoral degree (Ph.D. Ed.D.. etc.),80000.0,Yes,USA,7.0,Git,50,13,Male,80000.0,1,"(-2000.0, 400000.0]",Medium
9/23/18 2:09,Other doctoral degree (Ph.D. Ed.D.. etc.),36720.0,No,Russia,7.0,Git,55,11,Not Given,36720.0,1,"(-2000.0, 400000.0]",Low
3/20/18 17:57,Some college/university study without earning a degree,31664.0,Yes,India,0.0,Git,48,3,Male,31664.0,1,"(-2000.0, 400000.0]",Low
8/1/18 5:03,Bachelor's degree (BA. BS. B.Eng.. etc.),1000000.0,Yes,USA,5.0,Git,71,18,Not Given,1000000.0,1,"(800000.0, 1200000.0]",Very high
7/31/18 16:19,Other doctoral degree (Ph.D. Ed.D.. etc.),54507.0,Yes,South Africa,7.0,Git,18,10,Male,54507.0,1,"(-2000.0, 400000.0]",Medium
7/7/18 13:54,Bachelor's degree (BA. BS. B.Eng.. etc.),34726.0,No,France,7.0,Subversion,28,7,Not Given,34726.0,1,"(-2000.0, 400000.0]",Low
6/28/18 20:37,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,I don't use version control,47,4,Male,,0,"(-2000.0, 400000.0]",Very low
4/9/18 1:05,Bachelor's degree (BA. BS. B.Eng.. etc.),106000.0,Yes,Spain,5.0,Git,18,15,Male,106000.0,1,"(-2000.0, 400000.0]",High
7/25/18 13:18,Bachelor's degree (BA. BS. B.Eng.. etc.),63642.0,Yes,UK,4.0,Git;Team Foundation Version Control,46,6,Male,63642.0,1,"(-2000.0, 400000.0]",Medium
