country_id,date,views
90,2021-04-08,6213
79,2022-07-03,3136
115,2021-11-20,4066
69,2021-01-16,22020
29,2021-03-16,16510
61,2022-10-17,19841
62,2022-06-18,1898
63,2022-01-24,24210
92,2021-06-01,24448
86,2021-12-27,18681
3,2021-12-18,24438
119,2022-07-25,12714
62,2022-09-08,18250
4,2022-01-05,21894
83,2021-03-26,3255
11,2021-06-03,15324
102,2021-03-05,12633
71,2021-08-03,6962
111,2022-08-06,6072
57,2021-04-16,5987
105,2021-09-14,9108
52,2021-09-23,4992
100,2022-04-10,24472
19,2021-03-28,8157
45,2021-12-26,6755
18,2022-06-27,16402
32,2022-07-04,9569
112,2022-08-16,10989
74,2022-04-16,18162
27,2021-10-31,16849
88,2021-09-01,10248
56,2022-07-04,4539
22,2021-04-21,23286
16,2022-02-10,12064
46,2021-09-28,5942
59,2021-01-31,4180
82,2022-03-11,24469
60,2022-04-29,24400
58,2021-11-19,17920
118,2022-08-27,6233
5,2021-08-07,4344
93,2021-12-04,22489
114,2022-09-05,20434
87,2022-03-21,14733
122,2021-02-03,21053
104,2021-03-20,20013
102,2022-08-04,15818
44,2021-07-29,8789
13,2021-08-28,10914
106,2022-08-19,20245
104,2021-02-17,4897
88,2022-10-15,22007
62,2021-11-05,3618
85,2021-11-18,3287
95,2022-08-29,21629
18,2022-04-10,5351
91,2022-01-17,24549
11,2021-11-08,16090
3,2022-08-06,13972
67,2021-10-21,20972
113,2021-12-17,1836
32,2022-09-27,23048
101,2021-05-21,4637
39,2021-06-22,19073
111,2022-09-05,15548
89,2021-03-14,19316
117,2021-08-16,23894
106,2021-10-25,8006
80,2022-05-23,22958
46,2022-04-28,17654
45,2021-10-13,2986
63,2021-04-28,13685
25,2021-09-25,5543
97,2021-03-28,5162
101,2021-01-13,13810
61,2022-07-17,6968
103,2021-04-28,10273
100,2021-06-10,9636
98,2022-10-08,7841
12,2021-08-18,23221
46,2022-03-13,5960
23,2021-05-28,9837
28,2022-07-27,18005
50,2021-06-28,14714
22,2021-09-08,23127
84,2021-05-24,24994
76,2022-08-10,11368
46,2022-04-10,21773
110,2022-10-16,2206
40,2022-08-04,16227
102,2022-03-05,10979
74,2021-07-31,1408
36,2022-07-28,24198
41,2021-02-03,11490
21,2021-12-31,6919
106,2021-09-15,21658
83,2021-07-24,13578
27,2021-10-22,5113
32,2022-06-04,8627
6,2022-08-11,5121
104,2021-02-18,9493
54,2021-01-27,9361
12,2021-05-11,5521
64,2022-04-08,15666
59,2021-04-25,5389
7,2022-10-13,23802
59,2022-03-23,20400
107,2022-03-02,13774
10,2021-10-15,6240
105,2022-06-27,9042
82,2021-06-09,18086
23,2021-03-07,12765
65,2022-06-20,9682
74,2021-06-29,15889
6,2021-09-20,19764
64,2021-08-25,20860
104,2021-08-15,12197
10,2021-09-24,14161
37,2021-02-18,10901
85,2022-04-30,16998
68,2022-10-19,20366
9,2022-06-13,19318
82,2022-07-23,7848
36,2022-05-17,20001
13,2021-03-08,3648
33,2021-02-19,22266
116,2022-05-27,10870
10,2022-08-02,9248
83,2022-09-26,23765
86,2021-08-07,23959
117,2022-09-07,17420
122,2021-09-14,9224
67,2022-09-09,7790
91,2021-02-21,20638
116,2022-03-26,23287
74,2022-02-21,13240
110,2021-06-09,23369
103,2021-02-20,19566
107,2022-09-08,5726
36,2022-07-07,11109
73,2021-02-19,18037
57,2021-08-06,16600
60,2021-01-24,12592
11,2022-02-28,8780
29,2022-09-19,16713
120,2021-01-13,14209
56,2022-09-08,14980
103,2021-10-29,22503
100,2022-03-07,20835
119,2022-04-04,21909
81,2022-09-19,19514
41,2022-03-20,15501
53,2021-01-26,16732
119,2022-09-09,14677
94,2021-12-09,11070
94,2022-10-13,5853
47,2022-07-07,2632
111,2021-10-31,10005
88,2022-04-19,9613
101,2022-10-11,2851
18,2021-02-04,8717
73,2021-01-30,6511
17,2022-09-22,8345
65,2022-09-03,11490
18,2022-01-11,6663
122,2021-01-10,15008
54,2022-07-21,9506
83,2022-02-04,11527
72,2021-05-27,21839
8,2021-05-19,19341
4,2022-03-23,16332
14,2022-07-26,20461
22,2022-08-30,7473
119,2021-05-06,22337
117,2021-03-23,21984
70,2021-11-08,17862
30,2021-07-06,14458
99,2021-08-29,21915
69,2022-04-04,10817
15,2021-06-14,18818
29,2022-01-28,8680
67,2022-08-11,6331
65,2021-10-06,11840
11,2021-04-22,16437
107,2021-07-29,17618
26,2021-07-31,11098
4,2021-11-17,12520
58,2022-10-19,3445
106,2021-12-29,22877
17,2021-11-13,9656
86,2021-07-04,7790
50,2022-03-11,23897
116,2022-08-12,4436
17,2021-09-05,9238
28,2021-11-28,16452
26,2022-01-12,16357
98,2022-04-02,22773
18,2021-12-14,1568
59,2021-10-10,1137
92,2021-12-14,18072
36,2021-03-10,2593
119,2022-06-07,1289
96,2022-09-07,24577
119,2022-03-26,24878
61,2022-07-31,2690
96,2022-06-11,7656
4,2022-03-26,4478
4,2022-07-06,18014
100,2022-01-02,7163
96,2022-06-09,24205
30,2022-09-18,14398
97,2022-10-18,7083
47,2021-07-11,9673
50,2022-08-04,4091
17,2021-08-31,14953
119,2021-10-14,5355
98,2021-05-11,8921
44,2021-11-27,8237
27,2022-02-12,13861
86,2021-01-22,21844
10,2022-03-13,22313
39,2022-07-30,5785
117,2022-05-04,18692
2,2021-12-24,6296
29,2021-08-06,3353
118,2022-10-10,21840
91,2022-06-30,19523
7,2021-03-13,11476
28,2022-02-10,23924
47,2021-08-17,20114
47,2021-02-20,17566
62,2021-11-17,21998
113,2021-07-22,10082
32,2022-06-05,14296
20,2022-07-03,4104
22,2021-01-17,9304
3,2022-05-28,13728
121,2021-04-01,17517
93,2022-05-03,8326
111,2022-09-26,8470
51,2022-04-18,19095
11,2021-10-20,21149
5,2021-12-24,21925
119,2021-09-24,14441
38,2021-04-06,19147
123,2022-08-09,5987
77,2022-01-29,3920
13,2021-05-28,4624
7,2021-05-06,8274
100,2022-07-18,11050
93,2022-07-24,2853
13,2021-02-03,2375
104,2021-08-07,17788
104,2022-06-18,6372
62,2021-03-05,9582
40,2022-03-22,8334
107,2021-01-28,15285
104,2022-10-15,16400
100,2021-07-02,6276
99,2021-10-05,13450
55,2022-07-22,10144
115,2021-03-08,18628
13,2022-03-05,12087
23,2022-08-27,5442
46,2022-06-28,2670
108,2021-07-25,4185
74,2022-05-11,7890
58,2022-08-04,6037
19,2022-04-22,15681
58,2021-02-12,7354
112,2021-11-20,1035
86,2022-07-02,3085
3,2022-02-04,12849
115,2021-07-09,16708
113,2021-03-11,13727
50,2022-04-10,4182
39,2022-04-05,10444
108,2022-01-23,6819
28,2022-08-16,23790
120,2021-04-19,20128
40,2021-04-26,22654
3,2022-07-22,15917
80,2022-09-29,10110
66,2021-03-23,1243
31,2021-04-24,22949
3,2022-08-21,17375
82,2021-10-29,12120
103,2021-06-15,5747
35,2021-07-08,17668
36,2021-07-21,18400
28,2022-03-15,15764
72,2021-09-29,13000
68,2022-05-21,9661
69,2021-12-26,6859
23,2022-03-29,2866
57,2022-07-24,18115
76,2021-07-21,16637
119,2021-09-04,4311
43,2021-05-13,9971
100,2021-05-28,10379
110,2021-10-22,23926
33,2021-08-13,17019
27,2022-09-02,16904
88,2021-10-23,15637
57,2022-10-03,6150
36,2021-06-23,22905
79,2022-09-29,19606
92,2021-10-06,7617
1,2022-02-14,22192
44,2022-01-08,1359
68,2021-03-16,3672
10,2021-04-20,1792
85,2021-03-27,15896
47,2022-08-27,2598
100,2021-06-13,10266
107,2022-05-27,2555
6,2022-04-29,24546
90,2021-06-12,18664
2,2021-03-23,4253
101,2022-10-24,22897
101,2022-04-04,8003
102,2022-07-15,14924
106,2022-08-31,4278
55,2022-07-27,18374
6,2021-04-08,9932
73,2022-04-05,21518
116,2021-09-04,3808
83,2021-06-15,14330
105,2021-04-19,19215
18,2022-06-18,17668
77,2021-01-25,24268
9,2022-05-03,4219
94,2022-04-07,23713
68,2021-05-22,9968
34,2021-11-25,11603
40,2022-06-15,12316
116,2022-07-23,23899
42,2021-06-14,1038
79,2022-03-04,10686
93,2021-03-04,2792
61,2021-05-15,7981
34,2021-04-14,15894
37,2021-10-27,6917
3,2022-06-20,7411
103,2021-03-07,5543
46,2021-11-08,21391
20,2021-11-28,20768
87,2022-01-18,12328
74,2022-02-20,9774
72,2021-09-13,6817
71,2021-05-28,8906
97,2022-07-26,4332
96,2021-09-27,13801
117,2021-04-30,17123
106,2021-11-03,4819
94,2021-05-31,18659
112,2022-10-14,4715
107,2021-11-04,21266
6,2021-12-13,17812
106,2021-05-15,3333
16,2022-02-03,8061
14,2022-02-21,16278
49,2021-01-31,24324
62,2022-04-05,16957
98,2021-06-10,16321
69,2021-06-03,16974
58,2021-02-19,21128
77,2022-06-29,20719
98,2021-02-24,22292
106,2022-06-02,6977
83,2022-01-04,17748
81,2022-07-24,3338
85,2021-10-17,17400
88,2021-06-22,6349
123,2021-04-11,18747
122,2022-07-12,24359
99,2022-05-09,9186
30,2022-04-05,22740
76,2021-02-08,2052
81,2022-07-27,9995
29,2022-05-12,24457
119,2021-05-26,17208
24,2021-03-23,7352
76,2022-05-01,10628
37,2021-06-05,20801
114,2022-09-29,24569
2,2021-05-17,9456
22,2022-02-27,18681
47,2022-05-13,5441
59,2022-03-29,6956
68,2021-08-03,5940
114,2022-07-01,20061
122,2021-03-05,20103
122,2021-09-16,20858
32,2021-03-25,13824
86,2022-03-20,13615
77,2021-03-12,18561
46,2021-02-15,20910
79,2022-03-25,11690
19,2021-09-21,21234
64,2022-09-03,1437
70,2022-07-23,20678
55,2021-03-14,9786
93,2021-10-08,2776
101,2021-02-26,14562
118,2021-04-08,22284
120,2021-05-13,11900
34,2021-10-21,7570
19,2022-10-22,24923
18,2022-09-27,14765
7,2021-02-07,17873
102,2022-01-14,16770
93,2022-05-03,8415
82,2021-08-04,22545
1,2022-04-06,3100
15,2021-04-27,22883
66,2022-09-23,2134
116,2022-02-06,10020
6,2021-01-31,14110
18,2021-04-26,13103
34,2022-03-10,7383
1,2021-09-30,12445
122,2021-01-19,10281
42,2021-12-15,8676
22,2022-02-20,17418
10,2022-05-10,7416
110,2022-07-09,11407
15,2022-07-07,15027
78,2021-09-27,7069
26,2021-01-12,13028
92,2021-04-17,4423
61,2022-08-10,14626
123,2021-11-13,12189
12,2022-05-14,24046
27,2021-12-05,14434
2,2021-04-20,11186
6,2021-07-14,23543
25,2022-10-02,14897
70,2022-09-14,17453
29,2021-12-08,11074
4,2021-11-18,18951
47,2022-05-14,19663
105,2022-03-12,5431
54,2022-09-26,23904
10,2021-05-23,21871
50,2021-07-12,6110
6,2022-02-19,16304
68,2021-07-25,4347
11,2022-09-05,10465
113,2022-02-04,24181
83,2021-02-05,15079
1,2022-09-28,4933
55,2021-05-15,16606
7,2022-01-03,11124
52,2021-11-24,13930
106,2021-06-26,24910
59,2021-07-29,4716
75,2022-06-26,11984
20,2021-02-18,9318
19,2021-10-20,11720
56,2021-04-16,10753
85,2022-02-22,6539
6,2021-02-14,17577
85,2022-07-13,21203
23,2022-08-15,2668
25,2021-01-23,23361
69,2022-09-12,12544
79,2021-09-18,8478
41,2021-06-16,20524
33,2022-04-14,11693
25,2022-03-03,20397
42,2021-05-22,5413
35,2022-09-22,2975
15,2021-02-21,15248
74,2021-08-07,20016
65,2021-07-16,7768
12,2022-03-16,14686
30,2022-05-04,9915
70,2021-01-22,21151
109,2021-09-20,3914
59,2021-02-27,24527
26,2021-10-16,1495
71,2021-07-19,6240
27,2022-06-23,19051
103,2021-11-13,5196
37,2022-03-21,11112
87,2022-08-02,13607
76,2021-03-15,1120
42,2021-02-19,8050
91,2022-01-01,20704
21,2021-03-19,5583
3,2021-10-27,12485
88,2021-11-30,12132
44,2021-11-05,24017
5,2022-06-29,14401
65,2022-05-23,2373
38,2022-02-22,20503
4,2022-03-12,12677
113,2021-04-08,16722
5,2021-10-01,15485
65,2021-02-19,4943
18,2021-09-13,15080
51,2022-09-11,20190
53,2021-12-20,8139
86,2021-05-23,19118
118,2022-04-20,5697
2,2022-08-02,20112
93,2021-06-29,8166
119,2022-01-31,14400
16,2022-07-04,4898
35,2022-01-18,14211
107,2022-04-08,15500
50,2022-01-04,9698
82,2021-09-30,13048
22,2021-12-19,8128
83,2022-07-25,13994
100,2022-05-01,16278
107,2022-10-19,9112
77,2021-11-16,3186
111,2022-04-11,15962
78,2022-01-01,8373
65,2021-11-14,2490
118,2022-07-26,18398
110,2022-08-05,21190
92,2021-01-19,19050
114,2021-01-24,17353
61,2021-05-10,23397
118,2021-11-06,21041
93,2021-04-28,3617
41,2021-10-03,18346
83,2021-06-06,6612
8,2021-07-04,21528
77,2021-07-30,9761
9,2022-09-05,9910
34,2021-12-05,17727
102,2021-05-01,6820
14,2022-07-07,7987
102,2021-10-09,15775
80,2021-08-27,19887
77,2021-02-13,12646
82,2022-08-21,18312
59,2022-06-24,20047
63,2022-02-16,2627
3,2022-02-02,9476
72,2022-04-02,7939
29,2022-04-17,2814
109,2021-04-29,10896
19,2022-06-07,23148
81,2022-10-04,23138
121,2022-07-25,23265
123,2022-01-26,9293
122,2022-09-11,1229
67,2022-03-17,1238
43,2021-09-12,24669
16,2021-10-23,19712
116,2021-06-16,5640
24,2022-02-24,13894
6,2021-06-05,6496
12,2022-09-11,14574
121,2021-08-01,13139
83,2022-10-20,23919
56,2021-02-03,1422
56,2021-03-31,18588
32,2021-02-19,7625
5,2021-08-11,6787
83,2022-03-08,23723
80,2021-12-31,14541
28,2022-05-26,24681
3,2021-07-10,20399
15,2021-09-08,20434
27,2022-03-08,3250
102,2021-05-08,6218
18,2021-07-14,23905
105,2021-10-22,7206
85,2022-05-20,9313
57,2021-08-17,23760
10,2021-08-18,4561
85,2022-02-13,11256
84,2021-05-21,1822
17,2021-03-21,17914
50,2022-01-28,16502
81,2021-10-01,23555
14,2021-02-04,21980
7,2022-05-23,21864
11,2022-05-31,22946
14,2021-03-30,22393
46,2021-12-29,5719
121,2021-10-30,3586
32,2022-08-01,18719
5,2021-09-25,11097
118,2021-08-02,19296
29,2022-03-09,17634
67,2021-01-31,19816
49,2021-12-31,10386
99,2022-04-30,14596
31,2022-06-07,16370
37,2021-09-20,22800
89,2021-05-10,16062
60,2022-07-21,22305
121,2022-02-12,12968
39,2021-02-03,14136
109,2021-08-15,15055
33,2021-10-15,22204
71,2021-09-19,5362
117,2021-09-18,16755
122,2021-11-04,20317
52,2021-11-06,6515
91,2022-05-10,17480
45,2021-10-09,2106
57,2021-01-16,15564
74,2022-04-29,7277
122,2021-12-05,2601
123,2021-11-18,1277
16,2021-06-29,22753
78,2022-05-08,16744
35,2021-02-21,19277
35,2022-08-24,11315
2,2022-07-02,2030
5,2022-01-21,2316
107,2022-05-24,15344
19,2022-07-11,4488
117,2022-07-07,8644
76,2022-02-11,24434
4,2021-08-23,16667
34,2022-03-07,22665
82,2022-02-18,24354
103,2022-01-14,16029
56,2021-04-09,19178
55,2022-04-08,24390
108,2022-05-27,24864
41,2022-03-19,14631
121,2021-09-21,21647
17,2022-05-24,2716
118,2021-03-24,12509
72,2021-07-14,19827
16,2021-11-24,23323
80,2022-05-30,6628
25,2021-10-25,24791
88,2022-01-18,16602
38,2022-02-01,8609
31,2022-07-23,1813
114,2022-08-02,4452
98,2021-11-20,23632
35,2021-06-07,9324
2,2022-10-13,18344
15,2022-03-04,18555
113,2022-09-03,4609
48,2022-04-08,10769
30,2022-10-23,10696
98,2022-08-12,10538
100,2022-02-23,12795
59,2022-02-01,5651
118,2022-10-24,14779
46,2022-03-16,11833
47,2021-09-07,5415
28,2022-09-19,8602
72,2022-06-28,16806
25,2022-09-23,6363
94,2022-01-19,20383
43,2021-03-07,24279
71,2022-02-20,8930
80,2021-12-25,1554
55,2022-10-16,23999
74,2022-08-27,7566
23,2021-11-13,9489
16,2021-05-20,2954
75,2021-05-30,14065
107,2021-11-12,2106
5,2022-02-08,10259
41,2022-03-22,9939
58,2022-07-19,10300
103,2021-08-27,11666
113,2021-10-23,8150
65,2022-03-27,3437
54,2021-10-10,7638
81,2022-08-15,10734
53,2021-06-10,8337
61,2022-10-12,6936
16,2022-06-18,2841
47,2022-05-05,13960
111,2022-03-17,1992
87,2022-02-11,2624
98,2021-04-08,8344
84,2022-09-30,24376
63,2021-11-05,20907
123,2021-06-27,19810
86,2021-07-09,21888
40,2022-05-20,24272
66,2022-08-04,6502
118,2022-05-29,17393
63,2021-05-02,19260
38,2022-02-23,10249
3,2021-01-19,19304
17,2021-08-12,8832
87,2022-10-15,8329
91,2022-10-08,15889
69,2021-02-12,13466
118,2022-02-17,11572
24,2021-02-13,13427
22,2022-03-07,17981
50,2021-07-25,20745
115,2021-02-17,17292
8,2021-10-28,8325
14,2021-03-03,7364
95,2022-05-07,7114
54,2022-03-12,7281
35,2021-08-20,19405
1,2021-09-28,4600
68,2021-03-25,11626
87,2022-06-25,1660
60,2021-12-03,16190
49,2022-10-20,21201
88,2022-02-02,14201
27,2021-03-25,7844
109,2021-07-21,22928
110,2022-02-07,7276
22,2021-09-28,11331
4,2022-09-20,19355
33,2022-05-04,24420
51,2021-08-04,14991
120,2021-06-09,16160
7,2022-04-23,6136
119,2022-08-08,9823
96,2021-07-01,10777
76,2022-10-13,2369
105,2021-01-21,15072
99,2021-06-10,4861
89,2022-05-10,6611
25,2022-10-01,18350
23,2022-05-24,21888
29,2022-02-21,3539
82,2021-09-03,9437
77,2021-07-22,14751
83,2022-09-26,2532
106,2021-11-04,4080
108,2021-12-31,22637
55,2021-10-29,15750
87,2021-08-23,17099
12,2022-03-14,23544
38,2022-02-11,18533
17,2022-02-18,16932
111,2022-03-19,3189
10,2021-04-13,22769
121,2021-05-07,19885
89,2022-05-17,3182
82,2022-09-12,24959
63,2021-06-11,16881
1,2022-05-14,2292
72,2021-11-06,11441
16,2022-04-02,6306
119,2022-06-23,20657
35,2022-01-27,19166
4,2022-09-14,9366
16,2021-07-03,21964
42,2021-12-28,7234
58,2022-09-11,14539
123,2021-09-08,11232
40,2022-06-13,21177
116,2021-02-08,12762
9,2022-07-21,17821
41,2021-10-14,15000
67,2021-01-28,9925
123,2021-12-13,22065
98,2022-06-19,19233
8,2021-05-10,1758
38,2022-06-25,10292
28,2022-08-03,20107
104,2022-08-23,21618
32,2022-07-11,11390
58,2022-09-28,24703
86,2021-11-01,12942
59,2022-10-19,21868
45,2021-11-01,10573
61,2022-05-08,12843
109,2021-04-09,10640
30,2022-03-19,5509
32,2022-05-29,7214
16,2021-12-26,14335
93,2021-02-22,1453
9,2022-01-01,19450
78,2021-11-14,18980
43,2021-11-19,21561
43,2022-06-06,6303
120,2022-08-13,16062
28,2021-11-16,21735
7,2021-03-21,4838
90,2022-02-06,21974
75,2022-04-10,21018
118,2022-01-06,11087
2,2022-10-11,16905
111,2021-07-30,24737
18,2021-12-19,1497
105,2021-12-29,12448
70,2022-06-07,6590
89,2021-10-11,21828
115,2021-11-18,10861
111,2022-08-08,11452
28,2021-05-01,6679
56,2021-03-11,15384
84,2021-08-28,10169
14,2022-05-24,11574
65,2021-06-28,23606
27,2021-02-25,18335
46,2021-01-23,4600
49,2021-02-26,15919
69,2021-06-01,2164
2,2022-01-14,3610
119,2021-12-26,18152
15,2021-12-09,19245
78,2021-01-31,13377
39,2022-09-19,23067
67,2021-03-16,10043
107,2021-02-26,11228
17,2021-03-05,18434
72,2021-06-20,21379
80,2021-04-02,6224
47,2021-09-13,16489
5,2021-04-08,21618
75,2022-02-09,1098
105,2022-03-31,19747
75,2022-08-13,20574
94,2022-03-11,11138
16,2021-03-07,1130
77,2021-03-08,16927
72,2022-02-22,21163
15,2021-10-22,18829
117,2021-03-14,7963
85,2022-07-17,20129
32,2022-07-21,21166
22,2022-01-13,5664
78,2022-07-17,17542
106,2021-08-09,11008
40,2022-05-30,8648
32,2022-05-30,13227
68,2022-10-06,14029
10,2021-05-06,1599
3,2021-10-11,20234
28,2021-09-02,22787
9,2022-05-31,23328
103,2022-06-04,20379
2,2021-12-19,13381
84,2021-11-04,11290
102,2021-10-28,19506
106,2021-12-25,15178
97,2021-07-24,9341
46,2021-12-13,17968
53,2021-10-24,14787
22,2021-05-16,9017
91,2021-02-02,10113
102,2021-06-03,19160
76,2022-06-19,6490
5,2022-04-23,7648
51,2022-07-19,8354
18,2021-01-15,16813
80,2022-05-20,2206
89,2021-10-05,19278
59,2022-08-07,10254
51,2022-03-10,3643
39,2022-01-08,13560
23,2021-12-26,3730
95,2021-01-24,11890
17,2021-11-10,18312
4,2021-12-11,18583
63,2021-07-24,6726
53,2022-03-20,1483
114,2021-08-23,2743
88,2021-03-26,6041
18,2022-09-26,1212
26,2021-11-11,24955
100,2021-08-08,23907
118,2021-05-30,13775
85,2021-07-15,8756
35,2022-04-08,7970
14,2021-11-11,4193
76,2022-09-02,17437
122,2022-02-17,1160
81,2022-08-19,12450
8,2021-09-15,19754
7,2022-09-23,8467
38,2022-01-30,20230
45,2021-03-03,23074
101,2022-04-30,16517
90,2021-06-29,20882
43,2022-05-10,3819
13,2021-03-14,14775
16,2021-03-30,21116
46,2021-03-05,9624
117,2022-04-24,23845
97,2021-08-18,11936
78,2022-03-24,18798
118,2021-08-28,12854
104,2021-03-24,11324
101,2022-03-27,7278
32,2022-07-14,22857
76,2022-05-16,18144
70,2022-03-02,3358
6,2022-04-08,3763
19,2022-04-18,10588
38,2021-03-04,14122
94,2021-09-28,4666
42,2022-09-05,16803
7,2021-04-22,4485
23,2022-03-30,15511
106,2022-10-11,24915
101,2021-12-13,23758
109,2021-03-07,7157
95,2021-05-13,9327
104,2022-04-19,11370
45,2022-02-17,17160
69,2022-01-03,8875
42,2021-02-15,20444
106,2021-10-07,8553
67,2021-10-13,16000
88,2022-04-20,11548
15,2021-03-22,18964
96,2022-04-30,6390
102,2021-11-24,24931
2,2021-04-25,14456
71,2022-03-15,23584
66,2022-06-30,21109
94,2022-03-29,19982
99,2022-09-25,3416
48,2021-07-23,4238
101,2022-01-13,15566
18,2021-02-19,11086
23,2021-05-02,22737
84,2022-07-07,12354
76,2022-08-29,5108
40,2022-07-16,20754
65,2021-02-18,14901
97,2022-09-06,12543
52,2021-09-15,13867
119,2021-10-22,10915
99,2021-06-03,10260
60,2022-01-07,5527
92,2022-08-22,13163
103,2021-10-17,17866
23,2022-07-17,4354
19,2021-10-16,20483
30,2021-06-16,4824
46,2022-08-28,21928
69,2021-06-26,18631
111,2022-03-07,16431
72,2021-10-19,16084
50,2022-02-07,18038
8,2021-10-26,11670
81,2021-12-27,9415
23,2022-05-31,21677
89,2022-02-15,23098
94,2021-09-07,9453
6,2021-12-01,5030
103,2021-04-03,11971
58,2021-09-05,12487
25,2021-08-23,18638
107,2021-06-05,6183
23,2022-07-18,18060
21,2022-09-24,9031
25,2021-07-31,14805
79,2022-01-22,24647
96,2021-09-25,6647
85,2021-10-07,23249
40,2021-11-28,6879
105,2021-11-11,22480
82,2021-05-27,9863
21,2021-11-21,12583
25,2022-01-27,18159
79,2022-04-24,17043
117,2021-07-09,21202
109,2021-11-07,24249
16,2022-07-10,18428
106,2021-06-01,23582
5,2021-04-30,13337
24,2021-10-24,23916
54,2021-02-16,18630
119,2022-01-01,12821
91,2021-08-17,16354
102,2021-02-05,12338
20,2021-02-17,15459
58,2021-07-09,17860
98,2021-11-11,11988
81,2022-06-28,3353
46,2022-02-02,15120
121,2021-11-14,11433
85,2022-04-11,2389
58,2021-02-08,5887
10,2022-07-12,13757
28,2021-05-26,1151
123,2021-01-13,18532
83,2022-10-20,5571
81,2021-10-09,14690
114,2022-06-06,14520
18,2021-07-30,4313
73,2022-03-22,21254
120,2022-06-16,7091
27,2022-02-17,15043
21,2021-09-23,22647
57,2021-09-25,2832
24,2022-09-25,9521
120,2022-05-29,24559
88,2021-02-10,4325
2,2021-12-19,13867
13,2021-12-07,18445
11,2022-10-09,16827
81,2022-01-01,18445
116,2021-09-02,2727
37,2021-08-09,12039
76,2022-05-06,8658
115,2022-02-06,5251
62,2021-05-17,8529
112,2022-06-17,15127
92,2021-06-30,1502
28,2022-03-17,18243
71,2021-08-31,14598
17,2022-05-09,10693
108,2021-06-05,6793
109,2022-07-07,21635
26,2022-03-11,13438
3,2021-04-30,9573
112,2022-06-01,9999
72,2021-10-08,5699
12,2021-12-14,6183
80,2022-09-19,12964
28,2021-09-16,7588
56,2021-05-05,23726
33,2021-04-15,17214
118,2022-09-11,6194
65,2022-06-09,1445
62,2021-03-17,21291
97,2021-03-20,19939
9,2022-06-21,17287
24,2021-02-21,3462
66,2021-05-28,19011
73,2022-09-28,8126
43,2021-01-13,18535
18,2022-08-01,13544
32,2021-06-20,24119
61,2022-05-17,23702
84,2021-08-10,8189
42,2022-06-28,5620
30,2021-02-21,15242
92,2021-06-22,12371
84,2022-06-06,16653
26,2022-05-21,20967
113,2021-12-31,23779
66,2022-03-01,7138
38,2021-08-17,4971
7,2021-01-23,6495
87,2021-07-04,7791
6,2021-11-20,22568
19,2021-07-22,23006
45,2021-07-09,9555
14,2022-02-09,4208
96,2021-06-09,5156
110,2021-10-28,11191
93,2021-03-31,19968
48,2022-03-12,14610
25,2022-04-29,7988
60,2022-06-08,5764
51,2021-04-01,12027
123,2021-12-31,3260
60,2021-01-11,1275
61,2021-06-02,19350
68,2022-01-09,14133
82,2021-05-11,5241
21,2021-04-02,8040
84,2021-12-08,22395
117,2021-01-21,23900
52,2021-12-08,7353
104,2022-02-14,12851
85,2021-04-13,5262
27,2021-03-04,21070
23,2021-05-01,6125
35,2021-07-30,24577
3,2021-07-10,10625
102,2021-07-07,14913
57,2022-07-21,20872
42,2022-05-15,12606
57,2022-03-19,24519
88,2021-03-04,3037
18,2022-07-10,5223
96,2022-06-06,2459
32,2022-01-22,13009
11,2021-10-14,22103
112,2021-01-17,15136
76,2022-04-04,4873
87,2022-08-02,24746
82,2021-04-19,12824
49,2022-04-13,15363
79,2021-06-19,22843
79,2022-08-02,14882
65,2021-12-20,22427
13,2021-01-17,23708
42,2022-04-02,3149
27,2022-01-24,15298
18,2021-03-11,23181
28,2022-01-05,7430
81,2021-04-27,2843
63,2021-06-01,11314
23,2022-07-18,11886
79,2021-07-04,2257
76,2021-05-18,16560
89,2021-10-02,19879
68,2021-05-07,17950
45,2022-08-20,17038
98,2021-11-17,9758
24,2021-04-08,16146
85,2022-06-05,21165
14,2021-01-18,19786
65,2021-04-21,24342
19,2022-07-16,21061
19,2022-02-06,10997
87,2021-03-03,11782
91,2021-02-02,11299
12,2021-11-11,20745
103,2021-05-27,10565
5,2022-01-04,22629
80,2022-03-01,7741
8,2022-07-23,22464
108,2021-09-20,17022
77,2022-05-01,13727
13,2022-02-14,22793
36,2021-07-24,19818
65,2022-10-06,5555
112,2021-02-01,1368
91,2021-10-15,9069
10,2021-05-20,7064
14,2022-08-16,22851
34,2022-02-28,19435
76,2022-08-21,12386
117,2021-03-05,2140
4,2021-06-29,7540
30,2021-01-17,9311
100,2022-09-03,10450
109,2022-02-23,3473
51,2022-04-15,7117
115,2021-03-15,3521
113,2022-04-30,21963
72,2022-01-30,16627
31,2021-04-20,11846
34,2022-02-05,11286
31,2022-06-03,24825
96,2021-11-11,17462
36,2022-07-13,4970
10,2021-12-10,16546
69,2022-03-16,7359
58,2021-12-23,10189
114,2021-07-10,14897
9,2022-10-20,22141
9,2022-08-24,17576
20,2022-01-01,24109
27,2022-09-14,15572
56,2022-08-17,9384
92,2022-07-10,10333
112,2021-06-26,23104
49,2021-06-08,10823
24,2021-03-31,8594
44,2021-10-30,19061
7,2022-07-22,8532
109,2021-05-21,15558
109,2021-12-12,21017
116,2021-08-29,10768
111,2021-11-01,21423
74,2021-11-28,20468
121,2021-04-06,1264
117,2022-05-08,19869
121,2021-04-15,24783
